Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,616084_Max_Stage_Height_CTF_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,   NaN
Long,   NaN
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616084
Site Description,616084
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1570.4205
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Max Stage Height CTF (m),Decimal
QC,String
