Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163126_Filterable_Reactive_Phosphate_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,   NaN
Long,   NaN
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163126
Site Description,6163126
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),97681.6909
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Filterable Reactive Phosphate (mg/L),Decimal
QC,String
