Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6142984_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-32.182802691
Long,115.739089661
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142984
Site Description,6142984
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),43599.3889
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
