Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6167160_Reactive_Silica_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.998888973
Long,115.844249917
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167160
Site Description,6167160
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),4481.7778
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Reactive Silica (mg/L),Decimal
QC,String
