Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,616076_Max_Stage_Height_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,   NaN
Long,   NaN
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616076
Site Description,616076
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1440.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Max Stage Height (m),Decimal
QC,String
