Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6142977_Total_Phosphorus_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,   NaN
Long,   NaN
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142977
Site Description,6142977
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),43600.5556
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Total Phosphorus (mg/L),Decimal
QC,String
