Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163857_Secchi_depth_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-31.883876230
Long,115.991249113
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163857
Site Description,6163857
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00140
Data Classification,WQ Grab
Sampling Rate (min),10588.7563
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Secchi depth (m)
QC,String
