Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163500_pH_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.856300025
Long,115.995599956
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163500
Site Description,6163500
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00137
Data Classification,WQ Grab
Sampling Rate (min),2039.7614
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
pH (),Decimal
QC,String
