Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6167114_Wind_Direction_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.894387399
Long,115.971332059
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167114
Site Description,6167114
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00129
Data Classification,WQ Grab
Sampling Rate (min),13410.2489
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Direction (ø),Decimal
QC,String
