Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6161838_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-32.030813081
Long,115.872233129
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161838
Site Description,6161838
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),10688.2107
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
