Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6161821_Chlorophyll_sample_volume_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.912582149
Long,115.961026387
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161821
Site Description,6161821
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00178
Data Classification,WQ Grab
Sampling Rate (min),5846.1619
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Chlorophyll sample volume (mL)
QC,String
