#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_02_1991
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19910101 TO 19911231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00112,19910101.0000/
00112,19910101.0015/
00111,19910101.0030/
00109,19910101.0045/
00107,19910101.0100/
00105,19910101.0115/
00103,19910101.0130/
00101,19910101.0145/
00099,19910101.0200/
00097,19910101.0215/
00095,19910101.0230/
00093,19910101.0245/
00091,19910101.0300/
00089,19910101.0315/
00087,19910101.0330/
00085,19910101.0345/
00083,19910101.0400/
00080,19910101.0415/
00078,19910101.0430/
00075,19910101.0445/
00073,19910101.0500/
00071,19910101.0515/
00069,19910101.0530/
00067,19910101.0545/
00065,19910101.0600/
00063,19910101.0615/
00061,19910101.0630/
00060,19910101.0645/
00058,19910101.0700/
00056,19910101.0715/
00054,19910101.0730/
00052,19910101.0745/
00051,19910101.0800/
00049,19910101.0815/
00048,19910101.0830/
00047,19910101.0845/
00045,19910101.0900/
00045,19910101.0915/
00044,19910101.0930/
00043,19910101.0945/
00043,19910101.1000/
00042,19910101.1015/
00042,19910101.1030/
00042,19910101.1045/
00042,19910101.1100/
00043,19910101.1115/
00045,19910101.1130/
00047,19910101.1145/
00048,19910101.1200/
00049,19910101.1215/
00051,19910101.1230/
00052,19910101.1245/
00053,19910101.1300/
00054,19910101.1315/
00055,19910101.1330/
00056,19910101.1345/
00057,19910101.1400/
00059,19910101.1415/
00060,19910101.1430/
00061,19910101.1445/
00063,19910101.1500/
00063,19910101.1515/
00064,19910101.1530/
00065,19910101.1545/
00067,19910101.1600/
00069,19910101.1615/
00070,19910101.1630/
00072,19910101.1645/
00073,19910101.1700/
00074,19910101.1715/
00076,19910101.1730/
00077,19910101.1745/
00079,19910101.1800/
00081,19910101.1815/
00083,19910101.1830/
00084,19910101.1845/
00086,19910101.1900/
00088,19910101.1915/
00089,19910101.1930/
00091,19910101.1945/
00093,19910101.2000/
00095,19910101.2015/
00097,19910101.2030/
00099,19910101.2045/
00101,19910101.2100/
00103,19910101.2115/
00104,19910101.2130/
00106,19910101.2145/
00108,19910101.2200/
00112,19910101.2215/
00115,19910101.2230/
00116,19910101.2245/
00116,19910101.2300/
00117,19910101.2315/
00117,19910101.2330/
00118,19910101.2345/
00118,19910102.0000/
00117,19910102.0015/
00117,19910102.0030/
00116,19910102.0045/
00115,19910102.0100/
00113,19910102.0115/
00112,19910102.0130/
00110,19910102.0145/
00108,19910102.0200/
00106,19910102.0215/
00104,19910102.0230/
00102,19910102.0245/
00100,19910102.0300/
00098,19910102.0315/
00096,19910102.0330/
00094,19910102.0345/
00092,19910102.0400/
00090,19910102.0415/
00088,19910102.0430/
00086,19910102.0445/
00083,19910102.0500/
00081,19910102.0515/
00079,19910102.0530/
00076,19910102.0545/
00074,19910102.0600/
00072,19910102.0615/
00070,19910102.0630/
00068,19910102.0645/
00066,19910102.0700/
00065,19910102.0715/
00064,19910102.0730/
00063,19910102.0745/
00061,19910102.0800/
00059,19910102.0815/
00057,19910102.0830/
00056,19910102.0845/
00055,19910102.0900/
00054,19910102.0915/
00052,19910102.0930/
00051,19910102.0945/
00050,19910102.1000/
00049,19910102.1015/
00048,19910102.1030/
00048,19910102.1045/
00048,19910102.1100/
00048,19910102.1115/
00048,19910102.1130/
00047,19910102.1145/
00048,19910102.1200/
00048,19910102.1215/
00049,19910102.1230/
00051,19910102.1245/
00053,19910102.1300/
00054,19910102.1315/
00055,19910102.1330/
00056,19910102.1345/
00057,19910102.1400/
00058,19910102.1415/
00059,19910102.1430/
00059,19910102.1445/
00060,19910102.1500/
00060,19910102.1515/
00062,19910102.1530/
00062,19910102.1545/
00063,19910102.1600/
00064,19910102.1615/
00064,19910102.1630/
00066,19910102.1645/
00068,19910102.1700/
00069,19910102.1715/
00070,19910102.1730/
00071,19910102.1745/
00072,19910102.1800/
00074,19910102.1815/
00075,19910102.1830/
00076,19910102.1845/
00077,19910102.1900/
00079,19910102.1915/
00080,19910102.1930/
00082,19910102.1945/
00084,19910102.2000/
00084,19910102.2015/
00085,19910102.2030/
00087,19910102.2045/
00088,19910102.2100/
00090,19910102.2115/
00091,19910102.2130/
00093,19910102.2145/
00094,19910102.2200/
00095,19910102.2215/
00096,19910102.2230/
00097,19910102.2245/
00098,19910102.2300/
00099,19910102.2315/
00100,19910102.2330/
00100,19910102.2345/
00101,19910103.0000/
00102,19910103.0015/
00102,19910103.0030/
00102,19910103.0045/
00102,19910103.0100/
00100,19910103.0115/
00099,19910103.0130/
00098,19910103.0145/
00097,19910103.0200/
00095,19910103.0215/
00093,19910103.0230/
00091,19910103.0245/
00090,19910103.0300/
00088,19910103.0315/
00086,19910103.0330/
00084,19910103.0345/
00083,19910103.0400/
00081,19910103.0415/
00079,19910103.0430/
00077,19910103.0445/
00075,19910103.0500/
00072,19910103.0515/
00070,19910103.0530/
00068,19910103.0545/
00066,19910103.0600/
00064,19910103.0615/
00063,19910103.0630/
00061,19910103.0645/
00059,19910103.0700/
00057,19910103.0715/
00055,19910103.0730/
00054,19910103.0745/
00052,19910103.0800/
00050,19910103.0815/
00049,19910103.0830/
00047,19910103.0845/
00046,19910103.0900/
00045,19910103.0915/
00043,19910103.0930/
00042,19910103.0945/
00041,19910103.1000/
00040,19910103.1015/
00039,19910103.1030/
00038,19910103.1045/
00038,19910103.1100/
00038,19910103.1115/
00038,19910103.1130/
00037,19910103.1145/
00038,19910103.1200/
00038,19910103.1215/
00038,19910103.1230/
00038,19910103.1245/
00039,19910103.1300/
00041,19910103.1315/
00042,19910103.1330/
00043,19910103.1345/
00045,19910103.1400/
00045,19910103.1415/
00046,19910103.1430/
00047,19910103.1445/
00048,19910103.1500/
00049,19910103.1515/
00050,19910103.1530/
