Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest\6167114_Temperature_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.894387399
Long,115.971332059
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167114
Site Description,6167114
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1380.6896
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Temperature (^{\circ}C),Decimal
QC,String
