Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6163105_Chlorophyll_sample_volume_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-32.022599878
Long,115.926699910
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163105
Site Description,6163105
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),5906.7972
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Chlorophyll sample volume (mL),Decimal
QC,String
