Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest\6167160_Filterable_Reactive_Phosphate_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.998888973
Long,115.844249917
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167160
Site Description,6167160
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),4481.7778
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Filterable Reactive Phosphate (mg/L),Decimal
QC,String
