Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6164323_Conductivity_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Inactive
Lat,-31.920072159
Long,115.941618323
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6164323
Site Description,6164323
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),1095.9866
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Conductivity (\muS/cm),Decimal
QC,String
