Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Data File Name,6161854_Filterable_Reactive_Phosphate_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.887859159
Long,115.989545666
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161854
Site Description,6161854
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),11333.1550
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Filterable Reactive Phosphate (mg/L),Decimal
QC,String
