Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6162994_Total_Alkalinity_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Inactive
Lat,-32.021467647
Long,115.921002331
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6162994
Site Description,6162994
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),759377.6722
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Total Alkalinity (mg/L),Decimal
QC,String
