Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest\6161086_Wind_Speed_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.864403994
Long,116.009082729
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161086
Site Description,6161086
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),10904.5899
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
