Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6160258_Dissolved_Organic_Carbon_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-32.017126042
Long,115.784128632
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160258
Site Description,6160258
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),19176.7500
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Dissolved Organic Carbon (mg/L),Decimal
QC,String
