Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6162045_Wind_Speed_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.904372594
Long,115.963212543
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6162045
Site Description,6162045
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),10682.7932
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
