Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Data File Name,6167160_Dissolved_Organic_Carbon_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.998888973
Long,115.844249917
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167160
Site Description,6167160
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),10082.5042
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Dissolved Organic Carbon (mg/L),Decimal
QC,String
