Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest\6160764_Total_Nitrogen_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.939806945
Long,115.908172832
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160764
Site Description,6160764
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),9169.0277
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Total Nitrogen (mg/L),Decimal
QC,String
