Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest\6161836_pH_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-32.029699883
Long,115.942099978
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161836
Site Description,6161836
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1069.7837
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
pH (),Decimal
QC,String
