Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6163124_Wind_Direction_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-32.022887882
Long,115.933131172
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163124
Site Description,6163124
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),20047.6863
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Direction (ø),Decimal
QC,String
