Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,C:\Users\00065525\Github\csiem-data\ingestion\dwer\swanest/6163500_Conductivity_DATA.csv
Location,ingestion/dwer/swanest
Station Status,Active
Lat,-31.856300025
Long,115.995599956
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163500
Site Description,6163500
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Sampling Rate (min),2039.7614
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Conductivity (\muS/cm),Decimal
QC,String
