#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: HLHIL01_01_2000
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20000101 TO 20001231
#LOCATION: Hillarys
#Station Status:  Historical
#Lat: -31.825535  Long: 115.738578
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart Datum     which is   4.895   m below Benchmark   Hamersley   
#National Station ID:   NA
#Site Description: NA
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00090,20000101.0000/
00090,20000101.0015/
00088,20000101.0030/
00086,20000101.0045/
00085,20000101.0100/
00083,20000101.0115/
00082,20000101.0130/
00081,20000101.0145/
00080,20000101.0200/
00079,20000101.0215/
00078,20000101.0230/
00077,20000101.0245/
00077,20000101.0300/
00076,20000101.0315/
00075,20000101.0330/
00073,20000101.0345/
00072,20000101.0400/
00071,20000101.0415/
00071,20000101.0430/
00071,20000101.0445/
00072,20000101.0500/
00073,20000101.0515/
00074,20000101.0530/
00073,20000101.0545/
00072,20000101.0600/
00072,20000101.0615/
00071,20000101.0630/
00071,20000101.0645/
00072,20000101.0700/
00073,20000101.0715/
00073,20000101.0730/
00072,20000101.0745/
00072,20000101.0800/
00073,20000101.0815/
00072,20000101.0830/
00073,20000101.0845/
00074,20000101.0900/
00074,20000101.0915/
00075,20000101.0930/
00076,20000101.0945/
00077,20000101.1000/
00078,20000101.1015/
00079,20000101.1030/
00080,20000101.1045/
00081,20000101.1100/
00082,20000101.1115/
00083,20000101.1130/
00083,20000101.1145/
00084,20000101.1200/
00085,20000101.1215/
00086,20000101.1230/
00087,20000101.1245/
00089,20000101.1300/
00091,20000101.1315/
00092,20000101.1330/
00093,20000101.1345/
00093,20000101.1400/
00095,20000101.1415/
00096,20000101.1430/
00098,20000101.1445/
00100,20000101.1500/
00101,20000101.1515/
00102,20000101.1530/
00104,20000101.1545/
00105,20000101.1600/
00106,20000101.1615/
00108,20000101.1630/
00109,20000101.1645/
00110,20000101.1700/
00111,20000101.1715/
00112,20000101.1730/
00112,20000101.1745/
00113,20000101.1800/
00114,20000101.1815/
00115,20000101.1830/
00117,20000101.1845/
00118,20000101.1900/
00118,20000101.1915/
00119,20000101.1930/
00119,20000101.1945/
00118,20000101.2000/
00116,20000101.2015/
00115,20000101.2030/
00114,20000101.2045/
00111,20000101.2100/
00112,20000101.2115/
00112,20000101.2130/
00112,20000101.2145/
00111,20000101.2200/
00108,20000101.2215/
00106,20000101.2230/
00103,20000101.2245/
00101,20000101.2300/
00099,20000101.2315/
00094,20000101.2330/
00093,20000101.2345/
00094,20000102.0000/
00091,20000102.0015/
00093,20000102.0030/
00091,20000102.0045/
00090,20000102.0100/
00089,20000102.0115/
00087,20000102.0130/
00085,20000102.0145/
00083,20000102.0200/
00079,20000102.0215/
00078,20000102.0230/
00077,20000102.0245/
00075,20000102.0300/
00076,20000102.0315/
00077,20000102.0330/
00077,20000102.0345/
00076,20000102.0400/
00075,20000102.0415/
00074,20000102.0430/
00074,20000102.0445/
00074,20000102.0500/
00074,20000102.0515/
00075,20000102.0530/
00074,20000102.0545/
00074,20000102.0600/
00075,20000102.0615/
00076,20000102.0630/
00076,20000102.0645/
00077,20000102.0700/
00078,20000102.0715/
00079,20000102.0730/
00078,20000102.0745/
00078,20000102.0800/
00077,20000102.0815/
00077,20000102.0830/
00075,20000102.0845/
00075,20000102.0900/
00078,20000102.0915/
00081,20000102.0930/
00083,20000102.0945/
00086,20000102.1000/
00085,20000102.1015/
00085,20000102.1030/
00086,20000102.1045/
00085,20000102.1100/
00083,20000102.1115/
00085,20000102.1130/
00086,20000102.1145/
00086,20000102.1200/
00087,20000102.1215/
00089,20000102.1230/
00091,20000102.1245/
00092,20000102.1300/
00093,20000102.1315/
00094,20000102.1330/
00096,20000102.1345/
00097,20000102.1400/
00097,20000102.1415/
00099,20000102.1430/
00100,20000102.1445/
00101,20000102.1500/
00104,20000102.1515/
00105,20000102.1530/
